City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
131,kushima,31.4583,131.2333,58.14,81,0,4.16,JP,1667929731
132,bam,29.106,58.357,62.29,28,49,2.06,IR,1667929733
133,awbari,26.5921,12.7805,64.69,36,0,7.85,LY,1667929736
134,isangel,-19.55,169.2667,77.54,85,97,8.46,VU,1667929579
135,hithadhoo,-0.6,73.0833,81.5,79,99,16.26,MV,1667929743
136,methoni,36.8197,21.7049,65.21,74,0,7.23,GR,1667929745
137,tuatapere,-46.1333,167.6833,49.37,90,58,4.47,NZ,1667929748
138,oum hadjer,13.2954,19.6966,89.1,19,3,3.53,TD,1667929751
139,sawtell,-30.3833,153.1,59.18,94,100,6.91,AU,1667929753
140,dicabisagan,17.0818,122.4157,76.26,90,99,5.73,PH,1667929756
141,caravelas,-17.7125,-39.2481,77.29,59,100,7.72,BR,1667929495
142,wajid,3.8093,43.2471,81.43,55,100,5.37,SO,1667929760
143,chuy,-33.6971,-53.4616,67.42,57,0,12.26,UY,1667929763
144,adrar,20.5022,-10.0711,84.78,12,81,8.19,MR,1667929765
145,iwata,34.7,137.85,55.98,56,0,7.23,JP,1667929770
146,vigrestad,58.5667,5.7,50.95,91,100,12.73,NO,1667929772
147,coquimbo,-29.9533,-71.3436,58.73,88,100,10.36,CL,1667929775
148,kailua,21.4022,-157.7394,77.65,73,75,9.22,US,1667929778
149,hilo,19.7297,-155.09,78.62,90,75,3.44,US,1667929780
150,muroto,33.2833,134.15,64.15,59,0,6.08,JP,1667929782
151,umm lajj,25.0213,37.2685,76.1,54,0,9.91,SA,1667929785
152,vanimo,-2.6741,141.3028,77.59,89,100,4.38,PG,1667929789
153,ribeira grande,38.5167,-28.7,68.4,77,40,14.97,PT,1667929792
154,barrow,71.2906,-156.7887,30.22,93,100,14.97,US,1667929795
155,shemgang,27.2169,90.6579,51.94,95,91,1.43,BT,1667929799
156,herisau,47.3862,9.2792,49.98,67,96,4.72,CH,1667929802
157,kruisfontein,-34.0033,24.7314,63.88,81,95,2.04,ZA,1667929804
158,kaitangata,-46.2817,169.8464,47.89,94,73,4.74,NZ,1667929807
159,ippy,6.2679,21.2247,75.56,70,63,2.84,CF,1667929809
160,katsuura,35.1333,140.3,58.84,67,28,5.57,JP,1667929812
161,gander,48.9682,-54.5906,42.93,60,75,18.41,CA,1667929814
162,torbay,47.6666,-52.7314,48.97,58,75,29.93,CA,1667929817
163,yangjiang,21.85,111.9667,69.22,90,97,6.06,CN,1667929820
164,cartagena,10.3997,-75.5144,77.59,89,100,9.44,CO,1667929671
165,skibbereen,51.55,-9.2667,51.12,87,59,19.44,IE,1667929824
166,tambura,5.6,27.4667,68.9,94,92,5.88,SS,1667929827
167,mayumba,-3.432,10.6554,77.34,90,100,8.41,GA,1667929829
168,nuuk,64.1835,-51.7216,13.44,69,1,20.92,GL,1667929832
169,kachug,53.9606,105.8817,18.48,92,53,2.59,RU,1667929834
170,korla,41.7597,86.1469,47.53,42,40,6.11,CN,1667929837
171,arlit,18.7369,7.3853,81.57,11,0,10.25,NE,1667929840
172,nanortalik,60.1432,-45.2371,30.47,77,49,10.27,GL,1667929845
173,bathsheba,13.2167,-59.5167,88.41,70,40,19.57,BB,1667929847
174,harnosand,62.6323,17.9379,37.99,80,95,4.92,SE,1667929849
175,maryborough,-25.5333,152.7,58.78,85,3,4.79,AU,1667929852
176,bubaque,11.2833,-15.8333,83.71,55,99,9.69,GW,1667929854
177,nemuro,43.3236,145.575,46.76,69,3,16.75,JP,1667929856
178,pangai,-19.8,-174.35,77.11,69,20,17.27,TO,1667929859
179,acapulco,16.8634,-99.8901,84.58,72,33,5.66,MX,1667929863
180,saint-augustin,51.226,-58.6502,41.72,58,100,26.42,CA,1667929866
181,geraldton,-28.7667,114.6,59.41,82,100,3.44,AU,1667929869
182,lashio,22.9333,97.75,55.96,89,16,1.83,MM,1667929872
183,aquiraz,-3.9014,-38.3911,89.46,55,47,12.28,BR,1667929874
184,umm kaddadah,13.6017,26.6876,80.58,15,3,11.77,SD,1667929877
185,ancud,-41.8697,-73.8203,60.96,76,91,7.85,CL,1667929879
186,puerto leguizamo,-0.1934,-74.7819,91.78,48,57,1.99,CO,1667929882
187,alghero,40.5589,8.3181,62.69,88,0,3.44,IT,1667929886
188,avarua,-21.2078,-159.775,73.45,64,24,6.91,CK,1667929891
189,padang,-0.9492,100.3543,76.57,86,100,2.91,ID,1667929894
190,rawson,-43.3002,-65.1023,82.69,34,20,10.36,AR,1667929896
191,fevik,58.3794,8.6766,53.37,95,100,17.92,NO,1667929898
192,luderitz,-26.6481,15.1594,61.9,79,46,13.2,NA,1667929617
193,lavrentiya,65.5833,-171.0,24.73,93,100,9.95,RU,1667929903
194,la ronge,55.1001,-105.2842,12.45,85,100,9.22,CA,1667929905
195,kuala terengganu,5.3302,103.1408,78.75,94,20,2.3,MY,1667929908
196,auki,-8.7676,160.7034,77.38,89,100,4.83,SB,1667929912
197,inirida,3.8653,-67.9239,86.29,69,90,3.98,CO,1667929915
198,yerbogachen,61.2767,108.0108,12.96,94,100,9.24,RU,1667929917
199,heihe,50.2441,127.4902,37.98,56,85,8.72,CN,1667929920
200,malakal,9.5334,31.6605,82.63,28,99,4.94,SS,1667929922
201,sinj,43.7036,16.6394,57.09,85,46,1.23,HR,1667929925
202,gallup,35.5281,-108.7426,57.02,34,0,11.5,US,1667929776
203,chapais,49.7834,-74.8492,29.98,61,98,14.61,CA,1667929930
204,aleppo,36.25,37.5,58.87,65,84,14.74,SY,1667929934
205,kousseri,12.0769,15.0306,89.56,23,31,4.61,CM,1667929937
206,butaritari,3.0707,172.7902,80.26,74,99,10.0,KI,1667929939
207,sorong,-0.8833,131.25,78.08,84,100,2.04,ID,1667929942
208,krasnoselkup,65.7,82.4667,22.73,96,100,9.75,RU,1667929944
209,nara,34.6851,135.8049,52.7,72,0,0.92,JP,1667929947
210,aksarka,66.5606,67.7975,17.67,97,100,1.5,RU,1667929952
211,byron bay,-28.65,153.6167,53.71,70,36,8.75,AU,1667929704
212,sept-iles,50.2001,-66.3821,43.32,58,75,19.57,CA,1667929956
213,doha,25.2867,51.5333,85.89,66,0,11.5,QA,1667929792
214,voskresenskoye,56.8381,45.4317,36.86,94,100,9.75,RU,1667929961
215,komsomolskiy,40.4272,71.7189,45.32,57,75,16.11,UZ,1667929964
216,teahupoo,-17.8333,-149.2667,75.16,82,54,6.69,PF,1667929966
217,pundaguitan,6.3711,126.1689,81.99,74,100,5.88,PH,1667929968
218,guozhen,34.3659,107.359,52.65,92,70,2.24,CN,1667929971
219,namatanai,-3.6667,152.4333,80.31,80,99,4.27,PG,1667929973
220,wicklow,53.0,-6.4167,47.08,81,81,11.92,IE,1667929978
221,guangyuan,32.442,105.823,59.25,93,100,0.98,CN,1667929980
222,kita,13.0349,-9.4895,85.14,15,77,4.14,ML,1667929985
223,vardo,70.3705,31.1107,39.18,81,75,11.5,NO,1667929988
224,sola,-13.8833,167.55,80.82,76,84,10.94,VU,1667929990
225,samut sakhon,13.5833,100.3,82.38,64,40,3.02,TH,1667929992
226,houma,29.5958,-90.7195,84.99,66,0,10.22,US,1667929854
227,manchester,53.4809,-2.2374,51.98,84,75,9.22,GB,1667929886
228,yorosso,12.3536,-4.7761,81.16,15,19,6.49,ML,1667929999
229,kambove,-10.8764,26.5969,63.63,94,70,4.05,CD,1667930002
230,guerrero negro,27.9769,-114.0611,70.5,63,10,10.58,MX,1667930004
231,gillette,44.2911,-105.5022,20.32,93,100,10.36,US,1667930007
232,springfield,37.2153,-93.2982,66.22,63,100,10.36,US,1667929860
233,dori,14.0354,-0.0345,85.8,13,2,6.02,BF,1667930011
234,vikhorevka,56.1201,101.1636,18.99,99,76,1.81,RU,1667930014
235,zhangjiakou,40.81,114.8794,41.74,31,93,1.05,CN,1667930016
236,grindavik,63.8424,-22.4338,43.27,75,0,16.11,IS,1667930019
237,arraial do cabo,-22.9661,-42.0278,73.36,68,75,9.22,BR,1667930021
238,talnakh,69.4865,88.3972,-14.8,98,72,4.18,RU,1667930026
239,hasaki,35.7333,140.8333,49.21,53,0,9.26,JP,1667930028
240,saint-louis,16.3333,-15.0,91.04,13,100,6.24,SN,1667930031
241,kirakira,-10.4544,161.9205,79.0,84,43,4.68,SB,1667930036
242,barabai,-2.5833,115.3833,73.9,98,100,2.21,ID,1667930038
243,catuday,16.2923,119.8062,78.75,79,100,9.15,PH,1667930041
244,manga,11.6636,-1.0731,84.25,21,15,4.94,BF,1667930043
245,sitka,57.0531,-135.33,31.33,40,100,1.19,US,1667930046
246,port-de-bouc,43.4,4.9833,69.96,72,75,13.8,FR,1667930048
247,jiuquan,39.7432,98.5174,39.06,36,42,4.56,CN,1667930051
248,consolacion del sur,22.5047,-83.5136,82.56,56,43,14.34,CU,1667930053
249,lermontovka,47.1453,134.3383,28.67,77,22,5.26,RU,1667930056
250,mehamn,71.0357,27.8492,33.71,100,0,6.91,NO,1667930058
251,kampong thum,12.7111,104.8887,74.64,84,100,3.65,KH,1667930061
252,kungurtug,50.5994,97.5228,27.48,82,100,1.77,RU,1667930063
253,berlevag,70.8578,29.0864,33.75,93,100,2.3,NO,1667930066
254,novikovo,51.1537,37.8879,39.45,68,100,6.93,RU,1667930069
255,sanchursk,56.9413,47.2499,36.16,95,100,12.39,RU,1667930071
256,sao filipe,14.8961,-24.4956,79.57,64,98,12.17,CV,1667930073
257,kanniyakumari,8.0833,77.5667,79.12,81,100,8.9,IN,1667930076
258,chifeng,42.2683,118.9636,40.96,28,66,5.77,CN,1667930078
259,severo-yeniseyskiy,60.3725,93.0408,15.91,93,93,7.45,RU,1667930081
260,khandbari,27.3747,87.2039,60.15,84,65,2.08,NP,1667930083
261,itupiranga,-5.1347,-49.3267,80.92,69,95,3.4,BR,1667930085
262,yenagoa,4.9247,6.2642,80.31,82,95,7.2,NG,1667930088
263,duzce,40.8389,31.1639,52.32,88,98,1.41,TR,1667930090
264,taywarah,33.35,64.4167,36.07,63,21,2.28,AF,1667930095
265,newport,51.5877,-2.9984,55.02,81,72,23.8,GB,1667930097
266,ilulissat,69.2167,-51.1,-10.53,81,35,6.55,GL,1667930100
267,cidreira,-30.1811,-50.2056,60.91,91,100,6.78,BR,1667930104
268,dikson,73.5069,80.5464,5.13,97,96,4.21,RU,1667930054
269,zaltan,32.947,11.8665,69.49,37,0,9.06,LY,1667930109
270,bystryy istok,52.371,84.3873,29.25,97,100,2.71,RU,1667930111
271,aklavik,68.2191,-135.0107,14.54,93,100,5.28,CA,1667930114
272,cherskiy,68.75,161.3,-4.11,100,93,4.81,RU,1667930116
273,beloha,-25.1667,45.05,76.6,65,5,8.21,MG,1667930119
274,changli,39.7042,119.1506,47.1,65,78,4.5,CN,1667930121
275,mao,39.8885,4.2658,64.96,82,20,4.61,ES,1667929969
276,baykit,61.67,96.37,18.23,96,100,4.47,RU,1667930128
277,vostok,46.4856,135.8833,24.26,81,10,4.92,RU,1667930131
278,sungaipenuh,-2.0833,101.3833,64.56,97,100,2.48,ID,1667930133
279,three hills,51.7001,-113.2686,-0.38,80,24,6.91,CA,1667930136
280,kataysk,56.289,62.5841,29.64,91,100,8.3,RU,1667930138
281,college station,30.628,-96.3344,81.95,67,75,10.36,US,1667930039
282,manicore,-5.8092,-61.3003,90.12,52,100,1.1,BR,1667930143
283,farafenni,13.5667,-15.6,89.98,25,97,3.51,GM,1667930145
284,ballina,-28.8667,153.5667,55.02,99,54,8.23,AU,1667930147
285,lompoc,34.6391,-120.4579,59.77,88,100,19.57,US,1667930150
286,churapcha,62.0025,132.4325,-10.16,97,100,4.61,RU,1667930156
287,jinxi,30.4323,116.2922,62.13,57,45,4.5,CN,1667930159
288,coihaique,-45.5752,-72.0662,65.01,52,75,8.05,CL,1667930161
289,aden,12.7794,45.0367,81.05,77,3,15.35,YE,1667930164
290,gogrial,8.5332,28.1004,84.87,31,93,3.33,SS,1667930167
291,marawi,7.9986,124.2928,69.35,94,100,2.73,PH,1667930169
292,suntar,62.1444,117.6319,8.4,97,100,2.3,RU,1667930174
293,ixtapa,20.7,-105.2,82.22,67,2,4.0,MX,1667930176
294,dobrinka,52.1653,40.4731,36.59,78,99,9.89,RU,1667930179
295,fort nelson,58.8053,-122.7002,-0.06,100,20,3.44,CA,1667930181
296,westport,41.1415,-73.3579,58.15,35,21,8.01,US,1667930184
297,smithers,54.7804,-127.1743,1.72,71,20,6.91,CA,1667930116
298,locri,38.2414,16.2623,58.32,71,20,4.09,IT,1667930189
299,tankhoy,51.5528,105.1306,29.57,93,100,2.73,RU,1667930191
300,borger,52.9233,6.7931,57.99,80,100,16.33,NL,1667930193
301,glencoe,-28.1783,30.147,58.95,95,99,3.56,ZA,1667930196
302,buritis,-15.6178,-46.4233,83.89,47,59,3.4,BR,1667930198
303,kundiawa,-6.0167,144.9667,62.31,97,100,1.99,PG,1667930201
304,camacha,33.0833,-16.3333,69.22,78,40,6.91,PT,1667930203
305,basavana bagevadi,16.5833,75.9667,71.74,47,4,11.74,IN,1667930205
306,kyren,51.6828,102.1408,24.58,97,100,0.51,RU,1667930208
307,palmer,42.1584,-72.3287,55.92,29,13,7.0,US,1667930210
308,chapleau,47.8405,-83.4034,32.09,59,75,5.75,CA,1667930213
309,norman wells,65.282,-126.8329,3.24,78,75,3.44,CA,1667930082
310,jacareacanga,-6.2222,-57.7528,94.71,38,100,2.59,BR,1667930217
311,uvalde,29.3669,-99.767,78.13,69,100,9.22,US,1667930220
312,bintulu,3.1667,113.0333,75.61,100,40,5.01,MY,1667930222
313,kuminskiy,58.6667,66.5667,29.19,93,100,5.46,RU,1667930225
314,polunochnoye,60.8697,60.4153,18.34,95,95,3.65,RU,1667930227
315,anadyr,64.75,177.4833,21.7,93,75,15.66,RU,1667930230
